id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
8895816,10687892,15000.0,15000.0,14950.0, 36 months,11.99,498.15,B,B3,technical supervisor,10+ years,RENT,87000.0,Not Verified,Nov-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8895816,"  Borrower added on 11/13/13 > Im  workink hRD TO CLEAN wy debt, many progreess habe been done, but still more sacrifice to eliminate my debt..I'm planning to consolidate the rest oy my debt in one single payment.<br><br> Borrower added on 11/13/13 > To pY MY DEBT, TO CONSolidate in one single payment, I have some credit cards  I would like to have a single payment, I know  I have workin hard to clean my debt but stil more sacrifice to do so. With the money I ask i would use only to pay my debt, no for vacation .<br>",debt_consolidation,Debt consolidation,941xx,CA,23.3,0.0,May-1990,0.0,40.0,,11.0,0.0,14464.0,36.1,28.0,f,4719.48,4703.75,12951.78,12908.61,10280.52,2671.26,0.0,0.0,0.0,Jan-2016,498.15,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,32492.0,,,,,,,,,,,,39200.0,,,
23956003,26328583,12000.0,12000.0,12000.0, 36 months,7.69,374.33,A,A4,Senior Pricing Analyst,< 1 year,RENT,80000.0,Not Verified,Aug-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=23956003,,credit_card,Credit card refinancing,339xx,FL,28.14,0.0,Oct-2005,2.0,,,19.0,0.0,7476.0,52.3,30.0,f,6675.97,6675.97,6363.61,6363.61,5324.03,1039.58,0.0,0.0,0.0,Jan-2016,374.33,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,137740.0,,,,,,,,,,,,14300.0,,,
38252483,41036262,9000.0,9000.0,9000.0, 36 months,10.49,292.48,B,B3,CMO,< 1 year,MORTGAGE,45000.0,Not Verified,Jan-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38252483,,debt_consolidation,Debt consolidation,850xx,AZ,14.13,0.0,Sep-1996,0.0,,,5.0,0.0,30108.0,83.9,20.0,f,6307.32,6307.32,3499.27,3499.27,2692.68,806.59,0.0,0.0,0.0,Jan-2016,292.48,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,223828.0,,,,,,,,,,,,35900.0,,,
67457323,72269091,3000.0,3000.0,3000.0, 36 months,11.99,99.63,C,C1,driver,10+ years,MORTGAGE,20000.0,Source Verified,Dec-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67457323,,other,Other,088xx,NJ,17.41,0.0,Mar-2000,0.0,78.0,36.0,5.0,2.0,15.0,0.3,18.0,w,2930.35,2930.35,80.64,80.64,69.65,10.99,0.0,0.0,0.0,Jan-2016,84.64,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,11435.0,1.0,1.0,1.0,2.0,4.0,11420.0,86.5,0.0,0.0,9.0,62.2,5200.0,0.0,1.0,1.0
6717820,8320102,7000.0,7000.0,7000.0, 36 months,7.62,218.13,A,A3,PCV Murcor,< 1 year,MORTGAGE,85000.0,Not Verified,Aug-2013,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6717820,,debt_consolidation,Pay down,750xx,TX,11.72,0.0,Oct-2003,0.0,,,14.0,0.0,18487.0,47.5,26.0,f,0.0,0.0,7720.54013238,7720.54,7000.0,720.54,0.0,0.0,0.0,Jul-2015,1876.6,,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,362545.0,,,,,,,,,,,,38916.0,,,
44045234,47061947,7000.0,7000.0,7000.0, 36 months,6.39,214.2,A,A2,truck driver,3 years,MORTGAGE,70000.0,Verified,Mar-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44045234,,home_improvement,Home improvement,190xx,PA,2.73,0.0,Nov-1994,1.0,,,5.0,0.0,6909.0,13.8,13.0,w,5373.33,5373.33,1925.32,1925.32,1626.67,298.65,0.0,0.0,0.0,Dec-2015,214.2,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,172195.0,,,,,,,,,,,,50000.0,,,
46274494,49382216,21000.0,21000.0,21000.0, 36 months,9.17,669.46,B,B2,Associate Director,1 year,MORTGAGE,165000.0,Source Verified,Apr-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46274494,,debt_consolidation,Debt consolidation,217xx,MD,12.54,0.0,Mar-1995,0.0,,,11.0,0.0,67605.0,85.5,30.0,w,16276.59,16276.59,6003.74,6003.74,4723.41,1280.33,0.0,0.0,0.0,Jan-2016,669.46,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,403639.0,,,,,,,,,,,,79100.0,,,
65282164,69868877,25000.0,25000.0,25000.0, 36 months,7.26,774.91,A,A4,Analyst,3 years,RENT,83500.0,Not Verified,Nov-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65282164,,debt_consolidation,Debt consolidation,454xx,OH,7.37,0.0,Jun-1997,2.0,,,22.0,0.0,13808.0,35.3,44.0,w,23748.91,23748.91,1539.74,1539.74,1251.09,288.65,0.0,0.0,0.0,Jan-2016,774.91,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,144948.0,,,,,,,,,,,,39100.0,,,
695598,886694,4000.0,4000.0,4000.0, 36 months,11.11,131.17,B,B5,Design Platform LLC,2 years,MORTGAGE,54000.0,Not Verified,Mar-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=695598,  Borrower added on 03/07/11 > Paying off high interest credit cards to lower monthly payments. I cant wait to cut them into pieces.<br/>,debt_consolidation,Loan Payoff,802xx,CO,17.16,1.0,Sep-1998,3.0,9.0,,8.0,0.0,4191.0,82.2,18.0,f,0.0,0.0,4706.07,4706.07,4000.0,706.07,0.0,0.0,0.0,Nov-2013,665.69,,0.0,,1.0,INDIVIDUAL,,,0.0,,,,,,,,,,,,,,,,,
16471316,18553863,15075.0,15075.0,15025.0, 60 months,19.52,395.38,E,E2,Hbs,10+ years,MORTGAGE,36000.0,Source Verified,May-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=16471316,,debt_consolidation,Debt consolidation,462xx,IN,14.47,0.0,May-2002,1.0,55.0,55.0,17.0,1.0,16607.0,56.5,28.0,f,11559.11,11520.77,7907.6,7881.37,3515.89,4391.71,0.0,0.0,0.0,Jan-2016,395.38,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,76344.0,,,,,,,,,,,,29400.0,,,
34983889,37657183,1000.0,1000.0,1000.0, 36 months,16.49,35.4,D,D3,Officer,< 1 year,RENT,20000.0,Not Verified,Nov-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=34983889,,other,Other,559xx,MN,26.71,0.0,Nov-2007,1.0,,,13.0,0.0,3145.0,71.5,17.0,f,694.02,694.02,458.83,458.83,305.98,152.85,0.0,0.0,0.0,Dec-2015,35.4,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,64803.0,,,,,,,,,,,,4400.0,,,
57275151,60977901,20000.0,20000.0,20000.0, 60 months,17.86,506.35,D,D5,auto body repair tech,10+ years,MORTGAGE,62400.0,Verified,Aug-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57275151,,debt_consolidation,Debt consolidation,286xx,NC,15.9,0.0,Jan-1994,0.0,24.0,112.0,8.0,1.0,5904.0,54.7,15.0,w,19146.45,19146.45,1985.71,1985.71,853.55,1132.16,0.0,0.0,0.0,Dec-2015,506.35,Feb-2016,1.0,,1.0,INDIVIDUAL,,,0.0,2460.0,120643.0,,,,,,,,,,,,10800.0,,,
63345119,67686860,12000.0,12000.0,12000.0, 36 months,7.89,375.43,A,A5,Divsion VP,< 1 year,RENT,72000.0,Not Verified,Oct-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63345119,,debt_consolidation,Debt consolidation,840xx,UT,16.3,0.0,Jun-1995,1.0,,81.0,9.0,1.0,11043.0,25.0,15.0,w,11404.99,11404.99,745.6,745.6,595.01,150.59,0.0,0.0,0.0,Dec-2015,375.43,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,26055.0,,,,,,,,,,,,44200.0,,,
596058,765214,21000.0,21000.0,21000.0, 60 months,9.17,437.67,B,B2,Aircraft Mechanic,10+ years,MORTGAGE,82000.0,Source Verified,Sep-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=596058,,home_improvement,Home improvement,313xx,GA,27.63,0.0,Oct-1991,0.0,,,10.0,0.0,39225.0,83.1,20.0,w,19878.45,19878.45,1739.98,1739.98,1121.55,618.43,0.0,0.0,0.0,Jan-2016,437.67,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,144.0,124705.0,,,,,,,,,,,,47200.0,,,
46804245,49952036,14000.0,14000.0,14000.0, 36 months,13.99,478.42,C,C4,Police Officer,1 year,RENT,42500.0,Source Verified,Apr-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46804245,,credit_card,Credit card refinancing,640xx,MO,36.04,0.0,Nov-1997,0.0,36.0,,14.0,0.0,11480.0,91.8,33.0,w,11373.05,11373.05,3816.48,3816.48,2626.95,1189.53,0.0,0.0,0.0,Jan-2016,478.42,Jan-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,83617.0,,,,,,,,,,,,12500.0,,,
1411604,1661264,6000.0,6000.0,6000.0, 36 months,11.14,196.84,B,B2,FUSES UNLIMITED,10+ years,RENT,71000.0,Source Verified,Jul-2012,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1411604,,other,IRS,930xx,CA,2.74,0.0,Mar-1997,1.0,29.0,,11.0,0.0,836.0,13.3,21.0,f,0.0,0.0,6969.7961744,6969.8,6000.0,969.8,0.0,0.0,0.0,Aug-2014,2246.39,,0.0,,1.0,INDIVIDUAL,,,0.0,,,,,,,,,,,,,,,,,
9867522,11719419,8400.0,8400.0,8400.0, 36 months,16.24,296.32,C,C5,Accoun Director,10+ years,RENT,105000.0,Not Verified,Dec-2013,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=9867522,,debt_consolidation,Debt consolidation,483xx,MI,22.05,2.0,Mar-1987,0.0,17.0,,15.0,0.0,36534.0,67.0,36.0,f,0.0,0.0,2993.39,2993.39,1735.5,931.2,0.0,326.69,58.8042,Oct-2014,296.32,,0.0,52.0,1.0,INDIVIDUAL,,,0.0,0.0,43752.0,,,,,,,,,,,,54600.0,,,
59432034,63365790,20000.0,20000.0,19975.0, 60 months,19.19,520.91,E,E3,Warehouse Manager,10+ years,MORTGAGE,65000.0,Source Verified,Sep-2015,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59432034,,debt_consolidation,Debt consolidation,907xx,CA,13.7,1.0,Oct-2000,1.0,22.0,,8.0,0.0,4203.0,42.4,24.0,f,0.0,0.0,20656.92,20631.1,20000.0,656.92,0.0,0.0,0.0,Nov-2015,20157.33,,0.0,77.0,1.0,INDIVIDUAL,,,0.0,0.0,361312.0,,,,,,,,,,,,10200.0,,,
31547921,34141134,8500.0,8500.0,8500.0, 36 months,6.03,258.71,A,A1,,,MORTGAGE,63000.0,Source Verified,Oct-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=31547921,,credit_card,Credit card refinancing,446xx,OH,8.97,0.0,Jan-1987,0.0,68.0,54.0,9.0,1.0,5013.0,50.6,37.0,f,5143.55,5143.55,3877.8,3877.8,3356.45,521.35,0.0,0.0,0.0,Jan-2016,258.71,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,71.0,13969.0,,,,,,,,,,,,9900.0,,,
58420426,62239144,14000.0,14000.0,14000.0, 36 months,13.33,473.95,C,C3,Food Safety and QA Manager,5 years,MORTGAGE,79625.0,Source Verified,Aug-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58420426,,debt_consolidation,Debt consolidation,373xx,TN,13.41,0.0,Apr-1997,3.0,72.0,57.0,9.0,3.0,7098.0,54.1,44.0,f,12372.07,12372.07,2318.61,2318.61,1627.93,690.68,0.0,0.0,0.0,Jan-2016,473.95,Feb-2016,0.0,72.0,1.0,INDIVIDUAL,,,0.0,204.0,235470.0,,,,,,,,,,,,12700.0,,,
4545464,5797668,10850.0,10850.0,10850.0, 60 months,23.63,309.81,F,F3,Emory Healthcare of Atlanta,< 1 year,MORTGAGE,85200.0,Verified,May-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=4545464,  Borrower added on 04/23/13 > Pool<br>,home_improvement,Pool,300xx,GA,16.85,0.0,May-2002,0.0,,,4.0,0.0,0.0,,22.0,w,6621.01,6621.01,9908.97,9908.97,4228.99,5679.98,0.0,0.0,0.0,Jan-2016,309.81,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,135.0,273614.0,,,,,,,,,,,,0.0,,,
3065109,3737350,24375.0,24375.0,24375.0, 36 months,17.77,878.41,D,D1,DHL,10+ years,MORTGAGE,75000.0,Verified,Jan-2013,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3065109,,debt_consolidation,2013 Consol,850xx,AZ,10.98,0.0,Aug-2005,2.0,,101.0,22.0,1.0,17418.0,65.7,27.0,f,0.0,0.0,31541.5518999,31541.55,24375.0,7166.55,0.0,0.0,0.0,Sep-2015,4315.39,,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,246264.0,,,,,,,,,,,,26500.0,,,
52139229,55598942,6000.0,6000.0,6000.0, 36 months,12.69,201.27,C,C2,Vice President,< 1 year,RENT,97000.0,Source Verified,Jun-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=52139229,,credit_card,Credit card refinancing,917xx,CA,12.81,0.0,Feb-2004,2.0,64.0,82.0,11.0,1.0,4452.0,71.8,26.0,w,5004.11,5004.11,1400.43,1400.43,995.89,404.54,0.0,0.0,0.0,Jan-2016,201.27,Feb-2016,0.0,64.0,1.0,INDIVIDUAL,,,0.0,100.0,47108.0,,,,,,,,,,,,6200.0,,,
26209713,28682526,2000.0,2000.0,2000.0, 36 months,15.61,69.93,D,D1,IT manager,2 years,RENT,130000.0,Not Verified,Sep-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=26209713,,debt_consolidation,Debt consolidation,951xx,CA,10.61,0.0,Apr-2000,0.0,,,4.0,0.0,9295.0,99.9,9.0,w,1224.5,1224.5,1118.88,1118.88,775.5,343.38,0.0,0.0,0.0,Jan-2016,69.93,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,53342.0,,,,,,,,,,,,9300.0,,,
44017140,47033921,10000.0,10000.0,10000.0, 36 months,9.99,322.63,B,B3,Bartender,< 1 year,RENT,50000.0,Source Verified,Apr-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44017140,,credit_card,Credit card refinancing,920xx,CA,14.93,0.0,Apr-2007,0.0,,,7.0,0.0,9165.0,76.4,9.0,w,7772.43,7772.43,2936.97,2936.97,2227.57,709.4,0.0,0.0,0.0,Jan-2016,322.63,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,32258.0,,,,,,,,,,,,12000.0,,,
17143234,19265765,18000.0,18000.0,18000.0, 36 months,10.15,582.08,B,B2,IT Security Advisor,7 years,RENT,76500.0,Not Verified,May-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17143234,,debt_consolidation,Debt consolidation,910xx,CA,31.98,0.0,Mar-1985,0.0,67.0,59.0,13.0,1.0,19426.0,72.8,32.0,f,9180.7,9180.7,11059.52,11059.52,8819.3,2240.22,0.0,0.0,0.0,Dec-2015,582.08,Feb-2016,0.0,67.0,1.0,INDIVIDUAL,,,0.0,0.0,121753.0,,,,,,,,,,,,26800.0,,,
66603889,71329717,15000.0,15000.0,15000.0, 36 months,10.64,488.53,B,B4,Pilot,3 years,RENT,75000.0,Source Verified,Dec-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66603889,,debt_consolidation,Debt consolidation,294xx,SC,14.3,1.0,Sep-2005,0.0,11.0,,11.0,0.0,16349.0,61.5,20.0,f,14644.47,14644.47,479.66,479.66,355.53,124.13,0.0,0.0,0.0,Jan-2016,488.53,Feb-2016,1.0,,1.0,INDIVIDUAL,,,0.0,63.0,39515.0,,,,,,,,,,,,26600.0,,,
4454576,5686728,10575.0,10575.0,10575.0, 36 months,19.72,391.5,D,D5,comcast,7 years,RENT,43000.0,Verified,May-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=4454576,  Borrower added on 04/24/13 > Debt consolidation<br>,debt_consolidation,Debt consolidation,073xx,NJ,30.64,2.0,Jul-1999,0.0,10.0,,12.0,0.0,5158.0,61.4,35.0,f,1504.96,1504.96,12525.75,12525.75,9070.04,3455.71,0.0,0.0,0.0,Jan-2016,391.5,Feb-2016,0.0,10.0,1.0,INDIVIDUAL,,,0.0,0.0,17462.0,,,,,,,,,,,,8400.0,,,
6615827,8197990,10000.0,10000.0,10000.0, 60 months,23.5,284.79,F,F1,american homes,8 years,RENT,54000.0,Verified,Sep-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6615827,  Borrower added on 08/20/13 > Loan is to pay off Penny's and capital one cards<br>,debt_consolidation,freedom,130xx,NY,7.76,0.0,Jan-1994,1.0,,96.0,6.0,1.0,9960.0,88.9,19.0,w,6723.88,6723.88,7974.12,7974.12,3276.12,4698.0,0.0,0.0,0.0,Jan-2016,284.79,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,9960.0,,,,,,,,,,,,11200.0,,,
12498161,14510276,22000.0,22000.0,22000.0, 60 months,14.64,519.24,C,C3,Controller,4 years,MORTGAGE,98000.0,Source Verified,Mar-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12498161,,credit_card,Credit card refinancing,373xx,TN,18.09,0.0,Mar-1994,0.0,,,14.0,0.0,30278.0,65.5,37.0,w,15713.62,15713.62,11423.28,11423.28,6286.38,5136.9,0.0,0.0,0.0,Jan-2016,519.24,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,256504.0,,,,,,,,,,,,46200.0,,,
44976645,48054429,4000.0,4000.0,4000.0, 36 months,11.53,131.97,B,B5,Service tech,10+ years,RENT,30000.0,Not Verified,Apr-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44976645,,debt_consolidation,Debt consolidation,296xx,SC,34.87,0.0,Apr-2001,0.0,49.0,,10.0,0.0,9985.0,58.4,18.0,f,3125.08,3125.08,1185.17,1185.17,874.92,310.25,0.0,0.0,0.0,Jan-2016,131.97,Feb-2016,0.0,49.0,1.0,INDIVIDUAL,,,0.0,0.0,17061.0,,,,,,,,,,,,17100.0,,,
65682474,70315212,3000.0,3000.0,3000.0, 36 months,11.22,98.53,B,B5,CRA,1 year,RENT,53000.0,Source Verified,Nov-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65682474,,debt_consolidation,Debt consolidation,945xx,CA,4.62,0.0,Aug-1990,2.0,,80.0,18.0,1.0,5430.0,27.1,24.0,w,2929.52,2929.52,94.79,94.79,70.48,24.31,0.0,0.0,0.0,Dec-2015,98.53,Jan-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,6230.0,,,,,,,,,,,,20000.0,,,
59432599,63366373,15000.0,15000.0,15000.0, 36 months,8.18,471.3,B,B1,Production,10+ years,MORTGAGE,65000.0,Not Verified,Sep-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59432599,,debt_consolidation,Debt consolidation,370xx,TN,10.21,2.0,Sep-2002,0.0,8.0,,11.0,0.0,3932.0,11.7,26.0,w,13508.64,13508.64,1878.38,1878.38,1491.36,387.02,0.0,0.0,0.0,Jan-2016,471.3,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,734.0,142210.0,,,,,,,,,,,,33700.0,,,
65617140,70239968,3600.0,3600.0,3600.0, 36 months,13.67,122.47,C,C4,TRACTOR TRAILER DRIVER,2 years,RENT,75400.0,Source Verified,Dec-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65617140,,debt_consolidation,Debt consolidation,105xx,NY,10.89,0.0,Jun-2003,1.0,,28.0,14.0,1.0,3666.0,76.4,19.0,w,3518.54,3518.54,119.74,119.74,81.46,38.28,0.0,0.0,0.0,Jan-2016,122.47,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,76898.0,,,,,,,,,,,,4800.0,,,
6532808,8084790,13475.0,13475.0,13475.0, 60 months,15.88,326.83,C,C4,,,OWN,40000.0,Verified,Aug-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6532808,,debt_consolidation,Pay Off My Debts,496xx,MI,24.18,0.0,Feb-1997,0.0,,,14.0,0.0,12119.0,72.6,25.0,w,8266.5,8266.5,9478.07,9478.07,5208.5,4269.57,0.0,0.0,0.0,Jan-2016,326.83,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,21544.0,,,,,,,,,,,,16700.0,,,
27631014,30134112,4175.0,4175.0,4175.0, 36 months,6.49,127.95,A,A2,IP Paralegal,2 years,RENT,44000.0,Not Verified,Sep-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=27631014,,debt_consolidation,Debt consolidation,112xx,NY,15.58,1.0,Mar-2005,0.0,5.0,,10.0,0.0,6937.0,38.8,14.0,w,2418.93,2418.93,2047.2,2047.2,1756.07,291.13,0.0,0.0,0.0,Jan-2016,127.95,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,11641.0,,,,,,,,,,,,17900.0,,,
46713357,49861114,8400.0,8400.0,8400.0, 36 months,5.93,255.28,A,A1,RN,< 1 year,MORTGAGE,65000.0,Not Verified,Apr-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46713357,,debt_consolidation,Debt consolidation,757xx,TX,24.3,0.0,Sep-2006,0.0,,,13.0,0.0,11523.0,23.2,20.0,w,6659.97,6659.97,2039.47,2039.47,1740.03,299.44,0.0,0.0,0.0,Dec-2015,255.28,Jan-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,155429.0,,,,,,,,,,,,49600.0,,,
57336468,61039258,21000.0,21000.0,21000.0, 36 months,12.29,700.42,C,C1,Owner,2 years,RENT,180000.0,Not Verified,Aug-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57336468,,debt_consolidation,Debt consolidation,951xx,CA,22.23,2.0,Oct-1999,4.0,8.0,,29.0,0.0,36717.0,48.0,47.0,w,18523.06,18523.06,3487.76,3487.76,2476.94,1010.82,0.0,0.0,0.0,Jan-2016,700.42,Feb-2016,1.0,5.0,1.0,INDIVIDUAL,,,0.0,52.0,1042355.0,,,,,,,,,,,,76480.0,,,
6166304,7648434,9325.0,9325.0,9325.0, 36 months,14.33,320.21,C,C2,Yale-New Haven Hospital,7 years,RENT,30000.0,Not Verified,Jul-2013,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6166304,,major_purchase,Private Business Investment Loan,066xx,CT,19.56,0.0,Mar-2003,0.0,53.0,,17.0,0.0,6904.0,92.6,31.0,f,0.0,0.0,2178.53,2178.53,633.42,326.22,0.0,1218.89,12.1889000007,Oct-2013,320.21,,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,103216.0,,,,,,,,,,,,7453.0,,,
6738358,8340690,14550.0,14550.0,14550.0, 36 months,12.35,485.71,B,B4,PS 58,10+ years,RENT,78000.0,Not Verified,Aug-2013,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6738358,,debt_consolidation,zero,107xx,NY,21.11,0.0,Aug-1995,1.0,44.0,,12.0,0.0,32560.0,68.2,24.0,f,0.0,0.0,16000.1197752,16000.12,14550.0,1450.12,0.0,0.0,0.0,Aug-2014,11146.07,,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,49442.0,,,,,,,,,,,,46400.0,,,
50596544,53976301,12000.0,12000.0,12000.0, 60 months,13.33,275.07,C,C3,Field engineer,5 years,MORTGAGE,80000.0,Not Verified,Jun-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50596544,,debt_consolidation,Debt consolidation,283xx,NC,18.8,1.0,Feb-2000,0.0,17.0,,10.0,0.0,13770.0,49.0,26.0,w,10973.92,10973.92,1916.6,1916.6,1026.08,890.52,0.0,0.0,0.0,Jan-2016,275.07,Feb-2016,0.0,68.0,1.0,INDIVIDUAL,,,0.0,0.0,335113.0,,,,,,,,,,,,28100.0,,,
6555215,8107336,4000.0,4000.0,4000.0, 36 months,13.68,136.09,C,C1,Ridgeview West,1 year,OWN,26000.0,Verified,Aug-2013,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6555215,,credit_card,Debt Payoff,816xx,CO,19.15,0.0,Dec-2004,0.0,34.0,,13.0,0.0,27469.0,84.5,15.0,f,0.0,0.0,4626.4649986,4626.46,4000.0,626.46,0.0,0.0,0.0,Jan-2015,2449.39,,0.0,34.0,1.0,INDIVIDUAL,,,0.0,0.0,27469.0,,,,,,,,,,,,32500.0,,,
60740549,64782322,24000.0,24000.0,24000.0, 60 months,14.65,566.56,C,C5,Correctional lieutenant,10+ years,MORTGAGE,116000.0,Not Verified,Oct-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60740549,,major_purchase,Major purchase,330xx,FL,11.05,0.0,Feb-1999,0.0,34.0,,12.0,0.0,11510.0,44.6,20.0,w,23169.26,23169.26,1680.15,1680.15,830.74,849.41,0.0,0.0,0.0,Jan-2016,566.56,Feb-2016,0.0,34.0,1.0,INDIVIDUAL,,,0.0,117.0,23331.0,,,,,,,,,,,,25800.0,,,
54128106,57668840,25000.0,25000.0,25000.0, 36 months,7.89,782.15,A,A5,Consultant,10+ years,MORTGAGE,85000.0,Source Verified,Jul-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54128106,,credit_card,Credit card refinancing,840xx,UT,6.18,0.0,Jan-1986,0.0,35.0,48.0,9.0,2.0,17267.0,63.0,14.0,f,21231.89,21231.89,4670.98,4670.98,3768.11,902.87,0.0,0.0,0.0,Jan-2016,782.15,Feb-2016,0.0,,1.0,INDIVIDUAL,,,0.0,0.0,322038.0,,,,,,,,,,,,27400.0,,,
